datetime,close,high,low,open,volume,instrument
2015-04-22 00:00:00,134.65,135.5,132.6,133.5,6263990,HINDALCO
2015-04-23 00:00:00,135.05,137,133.8,135.5,6782890,HINDALCO
2015-04-24 00:00:00,131.15,135.8,130.1,134.85,7487405,HINDALCO
2015-04-27 00:00:00,130.05,132.95,128.25,132,4805160,HINDALCO
2015-04-28 00:00:00,131.35,132.45,129.6,130.9,6154792,HINDALCO
2015-04-29 00:00:00,130.6,131.4,128.7,131.4,7223085,HINDALCO
2015-04-30 00:00:00,128.6,130.9,127.05,130,11618447,HINDALCO
2015-05-04 00:00:00,133.15,133.6,129.5,130.4,4003261,HINDALCO
2015-05-05 00:00:00,139.35,140.2,132.35,133.45,8946517,HINDALCO
2015-05-06 00:00:00,137.75,142,135.05,138.9,9503948,HINDALCO
2015-05-07 00:00:00,134.3,136.9,132.25,136.9,5764064,HINDALCO
2015-05-08 00:00:00,138.95,139.5,134.85,135.2,4144037,HINDALCO
2015-05-11 00:00:00,142.5,145.1,140.2,140.8,6190079,HINDALCO
2015-05-12 00:00:00,137.6,142.5,136.2,142.4,5822453,HINDALCO
2015-05-13 00:00:00,133.5,136.4,131.75,134.9,9200683,HINDALCO
2015-05-14 00:00:00,137.45,138,132.5,134.1,3697331,HINDALCO
2015-05-15 00:00:00,137,138.75,134.55,137.7,3519076,HINDALCO
2015-05-18 00:00:00,139.1,141.85,137.9,138,5044666,HINDALCO
2015-05-19 00:00:00,139.95,140.55,136.6,138.85,4364176,HINDALCO
2015-05-20 00:00:00,138.95,140.65,138.15,140.65,3050410,HINDALCO
2015-05-21 00:00:00,139.1,139.9,136.25,137.7,3942179,HINDALCO
2015-05-22 00:00:00,136.9,139,136.5,139,2577977,HINDALCO
2015-05-25 00:00:00,134.5,138.4,133.9,136.75,2879752,HINDALCO
2015-05-26 00:00:00,134.3,135.65,133.2,135.15,2693352,HINDALCO
2015-05-27 00:00:00,133.55,134.6,132.2,133,3168751,HINDALCO
2015-05-28 00:00:00,131.6,134,129.8,132.6,10174628,HINDALCO
2015-05-29 00:00:00,129.25,133.2,128.55,130.95,11477479,HINDALCO
2015-06-01 00:00:00,128.35,129.8,127.75,128.75,3272418,HINDALCO
2015-06-02 00:00:00,123.25,129.2,122.9,128.95,4980345,HINDALCO
2015-06-03 00:00:00,121.95,124.9,120,124.05,3508099,HINDALCO
2015-06-04 00:00:00,121.3,123.55,119,122.3,3192106,HINDALCO
2015-06-05 00:00:00,120.15,122.3,119.15,120.95,4163808,HINDALCO
2015-06-08 00:00:00,118.2,121.15,117.7,120.25,4663365,HINDALCO
2015-06-09 00:00:00,120.1,121.3,117.55,118,4663442,HINDALCO
2015-06-10 00:00:00,120.3,121.8,119.65,120.5,3297811,HINDALCO
2015-06-11 00:00:00,119.2,121.5,118.6,120.7,4749485,HINDALCO
2015-06-12 00:00:00,116.75,119.25,116.1,118.75,5422403,HINDALCO
2015-06-15 00:00:00,114.3,117.15,113.8,116.2,4287348,HINDALCO
2015-06-16 00:00:00,115,115.5,113.6,114.65,5266441,HINDALCO
2015-06-17 00:00:00,118.55,119.15,114.8,115,5112962,HINDALCO
2015-06-18 00:00:00,120,120.6,117.65,118.5,4713738,HINDALCO
2015-06-19 00:00:00,120.8,123.4,120,122.85,7892805,HINDALCO
2015-06-22 00:00:00,121.2,122,119.9,121,2533356,HINDALCO
2015-06-23 00:00:00,121.6,124.45,121.25,122.6,4076380,HINDALCO
2015-06-24 00:00:00,117.25,122.75,116.6,121.95,3604713,HINDALCO
2015-06-25 00:00:00,118,118.5,115.65,117,5509978,HINDALCO
2015-06-26 00:00:00,117,118.35,115.95,117.9,4253624,HINDALCO
2015-06-29 00:00:00,112.85,115.2,111,115,6441434,HINDALCO
2015-06-30 00:00:00,111.9,113.5,111.25,112.9,7516460,HINDALCO
2015-07-01 00:00:00,113.05,113.9,112.15,112.3,3867419,HINDALCO
2015-07-02 00:00:00,111.05,114.6,110.7,113.55,4764056,HINDALCO
2015-07-03 00:00:00,110.6,111.45,109.65,111,4606491,HINDALCO
2015-07-06 00:00:00,109.05,109.5,107.25,108.2,4509017,HINDALCO
2015-07-07 00:00:00,107.15,109,106.7,108.9,5412336,HINDALCO
2015-07-08 00:00:00,101.85,105.5,99.05,105.5,12611248,HINDALCO
2015-07-09 00:00:00,104,104.9,100.7,102.2,6650883,HINDALCO
2015-07-10 00:00:00,104.6,105.35,102.35,105,3399973,HINDALCO
2015-07-13 00:00:00,106.65,106.95,102.15,104.2,4140433,HINDALCO
2015-07-14 00:00:00,104.6,106.75,104.3,106.6,3600749,HINDALCO
2015-07-15 00:00:00,105.55,106.4,104.7,104.7,2290566,HINDALCO
2015-07-16 00:00:00,106.7,107.05,104.6,105.75,2705253,HINDALCO
2015-07-17 00:00:00,107.2,108.25,106.15,107.1,3325040,HINDALCO
2015-07-20 00:00:00,109.4,110.3,107.1,107.5,4352389,HINDALCO
2015-07-21 00:00:00,108.1,111.75,106.05,109.1,6584314,HINDALCO
2015-07-22 00:00:00,107.7,108.9,105.55,107.9,3385362,HINDALCO
2015-07-23 00:00:00,108.7,109.3,106.45,107.95,2382191,HINDALCO
2015-07-24 00:00:00,109.35,110.25,107.75,108,3081533,HINDALCO
2015-07-27 00:00:00,104.4,108.5,103.95,108.5,6011766,HINDALCO
2015-07-28 00:00:00,105.5,106.65,102.25,103.15,4192798,HINDALCO
2015-07-29 00:00:00,106.55,108.15,105.7,105.8,4721020,HINDALCO
2015-07-30 00:00:00,104.7,107.3,104.25,106.85,8222321,HINDALCO
2015-07-31 00:00:00,105.2,107.3,104.5,105.5,5201040,HINDALCO
2015-08-03 00:00:00,105.7,106.5,104.7,105.25,2485343,HINDALCO
2015-08-04 00:00:00,109.25,110.4,105.75,106,4300456,HINDALCO
2015-08-05 00:00:00,108.25,111.9,107.85,110,4508245,HINDALCO
2015-08-06 00:00:00,108.7,110,107.5,108.95,2977481,HINDALCO
2015-08-07 00:00:00,109.55,112.25,108,108.15,3542555,HINDALCO
2015-08-10 00:00:00,107.8,111.75,106.75,110,3049401,HINDALCO
2015-08-11 00:00:00,103.25,108.3,102.85,108,4765889,HINDALCO
2015-08-12 00:00:00,95.9,102.9,95.55,102.8,11715218,HINDALCO
2015-08-13 00:00:00,90.8,98,90.4,97,9789915,HINDALCO
2015-08-14 00:00:00,93.15,95.35,89.5,91,11777040,HINDALCO
2015-08-17 00:00:00,90.65,93.7,89.7,93.5,6356760,HINDALCO
2015-08-18 00:00:00,88.9,92.95,87.9,91.6,8355260,HINDALCO
2015-08-19 00:00:00,86.15,88.9,85.8,88.9,9032174,HINDALCO
2015-08-20 00:00:00,84.95,86.25,83.6,86,8280327,HINDALCO
2015-08-21 00:00:00,86,86.3,82.05,83,11079753,HINDALCO
2015-08-24 00:00:00,78.65,83.5,76.1,83.5,10640052,HINDALCO
2015-08-25 00:00:00,80.45,82.25,75.25,81.25,9592625,HINDALCO
2015-08-26 00:00:00,80.4,81.8,79,80.7,7083082,HINDALCO
2015-08-27 00:00:00,80.65,82.9,79.15,82.9,10675016,HINDALCO
2015-08-28 00:00:00,81.65,84.7,80.1,83.3,11959033,HINDALCO
2015-08-31 00:00:00,80.05,82.7,79.75,81.05,7893204,HINDALCO
2015-09-01 00:00:00,75.95,79.6,75.6,79.45,9754819,HINDALCO
2015-09-02 00:00:00,74.35,76.9,74.15,76.1,11987371,HINDALCO
2015-09-03 00:00:00,77.2,78.35,75,75.2,8897644,HINDALCO
2015-09-04 00:00:00,73.9,77,73.5,76.95,9254943,HINDALCO
2015-09-07 00:00:00,71.55,74.25,71.4,74.15,5573543,HINDALCO
2015-09-08 00:00:00,72.7,74.5,71.6,72.35,8371762,HINDALCO
2015-09-09 00:00:00,78.6,79.2,74,75.15,15543929,HINDALCO
2015-09-10 00:00:00,76.5,77.15,74.45,76.5,9452127,HINDALCO
2015-09-11 00:00:00,76.1,78.1,75.55,77.8,6938110,HINDALCO
2015-09-14 00:00:00,78.65,79.15,75.9,76.8,6215669,HINDALCO
2015-09-15 00:00:00,76.25,78.65,75.7,78.3,6194943,HINDALCO
2015-09-16 00:00:00,77.25,78.25,75.25,77.5,6409074,HINDALCO
2015-09-18 00:00:00,75.9,79,75.35,77.9,10191740,HINDALCO
2015-09-21 00:00:00,78.1,78.8,74.2,75.25,7954972,HINDALCO
2015-09-22 00:00:00,73.2,77,72.75,76.95,10220655,HINDALCO
2015-09-23 00:00:00,72.95,74.25,71.3,72,6112851,HINDALCO
2015-09-24 00:00:00,71.4,73.45,71.2,73.3,6783348,HINDALCO
2015-09-28 00:00:00,70.55,73,70.25,71.9,6132965,HINDALCO
2015-09-29 00:00:00,68.2,69.8,67.5,69.5,9667246,HINDALCO
2015-09-30 00:00:00,70.8,71.5,69,69.4,7662075,HINDALCO
2015-10-01 00:00:00,70.9,72.1,70.25,71.65,4570648,HINDALCO
2015-10-05 00:00:00,74,74.4,71.35,71.95,6499084,HINDALCO
2015-10-06 00:00:00,75,75.65,73.55,74.85,5594644,HINDALCO
2015-10-07 00:00:00,81.9,83.4,74.4,75,20395886,HINDALCO
2015-10-08 00:00:00,82.35,84.3,80.4,82,16159275,HINDALCO
2015-10-09 00:00:00,83.95,85.5,82.8,83.1,13467309,HINDALCO
2015-10-12 00:00:00,88.65,92.4,84.55,84.7,26948602,HINDALCO
2015-10-13 00:00:00,86.15,86.7,81,81,18613124,HINDALCO
2015-10-14 00:00:00,88.6,90.75,85.25,85.4,14422511,HINDALCO
2015-10-15 00:00:00,87.8,91.5,86.3,89.3,16205040,HINDALCO
2015-10-16 00:00:00,87.75,89.4,86.05,89.25,9119969,HINDALCO
2015-10-19 00:00:00,86.75,88.5,86.5,88,4943125,HINDALCO
2015-10-20 00:00:00,84.45,86.7,84.05,86.7,8452425,HINDALCO
2015-10-21 00:00:00,85.55,86.6,84.1,84.45,7239578,HINDALCO
2015-10-23 00:00:00,85.1,87.4,84.65,87.2,7207731,HINDALCO
2015-10-26 00:00:00,85.4,86.9,84.85,86.3,5855329,HINDALCO
2015-10-27 00:00:00,84.4,86.1,83.2,85,9200960,HINDALCO
2015-10-28 00:00:00,84.5,85.2,84,84,5213212,HINDALCO
2015-10-29 00:00:00,83.25,85,83,84.75,6610339,HINDALCO
2015-10-30 00:00:00,84.05,86.9,83.05,83.5,10426450,HINDALCO
2015-11-02 00:00:00,80.95,84.25,80.1,83.9,6934948,HINDALCO
2015-11-03 00:00:00,82.35,84.4,81.7,81.85,10902466,HINDALCO
2015-11-04 00:00:00,81.85,83.9,81.5,83.5,6302042,HINDALCO
2015-11-05 00:00:00,81.05,82.4,80.8,81.75,4001045,HINDALCO
2015-11-06 00:00:00,80.9,82.25,80,81.1,6199574,HINDALCO
2015-11-09 00:00:00,79.95,80.75,78,78,6902286,HINDALCO
2015-11-10 00:00:00,79.25,82.8,77.1,78.15,18103849,HINDALCO
2015-11-11 00:00:00,80.3,80.8,80.05,80.1,1141982,HINDALCO
2015-11-13 00:00:00,77.4,80.25,77.15,79,11899968,HINDALCO
2015-11-16 00:00:00,79.05,79.5,76.4,76.95,11401155,HINDALCO
2015-11-17 00:00:00,80.85,82.45,79.25,79.8,11768848,HINDALCO
2015-11-18 00:00:00,76.55,81.3,76.3,80.85,13878123,HINDALCO
2015-11-19 00:00:00,78.4,78.9,75.4,77.8,13759182,HINDALCO
2015-11-20 00:00:00,77.2,79.4,76.85,78.35,14167159,HINDALCO
2015-11-23 00:00:00,74.25,77.3,73.8,77.05,11048526,HINDALCO
2015-11-24 00:00:00,73.6,74.55,73.2,73.6,9426757,HINDALCO
2015-11-26 00:00:00,75.1,75.5,73.85,74,7517900,HINDALCO
2015-11-27 00:00:00,77.65,79.1,75.2,75.3,12432617,HINDALCO
2015-11-30 00:00:00,77.05,77.9,76.6,77.4,10087833,HINDALCO
2015-12-01 00:00:00,79.55,79.8,77.5,77.6,8171916,HINDALCO
2015-12-02 00:00:00,80.45,81.2,79.9,80,8880279,HINDALCO
2015-12-03 00:00:00,79.2,81.65,78.6,79.55,11515236,HINDALCO
2015-12-04 00:00:00,79.05,80.1,78.2,78.85,6152914,HINDALCO
2015-12-07 00:00:00,79.25,80.6,78.9,79.8,6293540,HINDALCO
2015-12-08 00:00:00,76,78.75,75.7,78.5,7459812,HINDALCO
2015-12-09 00:00:00,73.75,75.65,73,75.5,7645728,HINDALCO
2015-12-10 00:00:00,75.7,76.15,74.5,74.7,7082364,HINDALCO
2015-12-11 00:00:00,76.25,77.2,74.7,76,9056848,HINDALCO
2015-12-14 00:00:00,78.8,79.25,75.75,76,10437559,HINDALCO
2015-12-15 00:00:00,79,79.3,77.25,79.1,5371495,HINDALCO
2015-12-16 00:00:00,78.55,80.2,78.35,79.35,5407666,HINDALCO
2015-12-17 00:00:00,81.3,81.65,78.65,78.85,12765646,HINDALCO
2015-12-18 00:00:00,79.9,82,79.6,81.2,9069541,HINDALCO
2015-12-21 00:00:00,81.3,81.8,80.2,80.2,7868108,HINDALCO
2015-12-22 00:00:00,79.6,81.75,79.2,81.15,5451649,HINDALCO
2015-12-23 00:00:00,83.9,84.2,80.2,80.6,12159348,HINDALCO
2015-12-24 00:00:00,85.25,85.65,83.75,84.55,11012588,HINDALCO
2015-12-28 00:00:00,84.95,86,84.3,85.7,6753979,HINDALCO
2015-12-29 00:00:00,84.4,85.5,84.15,85.25,5043169,HINDALCO
2015-12-30 00:00:00,84.7,85.7,84.1,84.7,6327517,HINDALCO
2015-12-31 00:00:00,84.75,85.5,83.2,85,8803069,HINDALCO
2016-01-01 00:00:00,84.9,85.25,84,84.7,2806421,HINDALCO
2016-01-04 00:00:00,80.75,85.9,80.4,84.2,8706224,HINDALCO
2016-01-05 00:00:00,82.6,83.95,80.6,82,9819068,HINDALCO
2016-01-06 00:00:00,80.55,82.85,79.7,82.4,6494446,HINDALCO
2016-01-07 00:00:00,76.65,79.4,76.1,79,8098318,HINDALCO
2016-01-08 00:00:00,76.9,78.15,75.2,77.45,6800939,HINDALCO
2016-01-11 00:00:00,77.9,78.65,74.3,75.8,9706674,HINDALCO
2016-01-12 00:00:00,75.6,78.65,75,78.4,6696133,HINDALCO
2016-01-13 00:00:00,76.7,77.5,74.3,76.4,8275596,HINDALCO
2016-01-14 00:00:00,74.7,76,73.4,75,7864816,HINDALCO
2016-01-15 00:00:00,71.8,75.4,71.15,75.35,5206900,HINDALCO
2016-01-18 00:00:00,71.2,73.5,70.05,71.05,6814262,HINDALCO
2016-01-19 00:00:00,71.85,73.9,71.1,72.1,4396738,HINDALCO
2016-01-20 00:00:00,67.6,71.05,66.35,71,8312143,HINDALCO
2016-01-21 00:00:00,68.3,69.35,66.8,69,5883512,HINDALCO
2016-01-22 00:00:00,72.35,72.9,69.1,69.6,6988053,HINDALCO
2016-01-25 00:00:00,72,73.45,71.8,72.9,3930042,HINDALCO
2016-01-27 00:00:00,71.05,72.85,70.8,72.5,5960177,HINDALCO
2016-01-28 00:00:00,69.7,71.4,69.25,71.05,12038432,HINDALCO
2016-01-29 00:00:00,70.5,71.15,68.75,70,9203028,HINDALCO
2016-02-01 00:00:00,71.1,71.55,70.2,70.85,5582032,HINDALCO
2016-02-02 00:00:00,68.55,71.8,68.2,71.75,6192773,HINDALCO
2016-02-03 00:00:00,66.65,68,66.3,68,6780055,HINDALCO
2016-02-04 00:00:00,68.7,70.45,67.2,67.8,12083591,HINDALCO
2016-02-05 00:00:00,71.25,72.2,68.8,69.3,15932693,HINDALCO
2016-02-08 00:00:00,69.8,72,69.45,72,10400835,HINDALCO
2016-02-09 00:00:00,70,70.8,67.6,68.5,16969989,HINDALCO
2016-02-10 00:00:00,66.9,70.5,65,70.2,16937036,HINDALCO
2016-02-11 00:00:00,63.7,67.75,62.95,67.5,7915911,HINDALCO
2016-02-12 00:00:00,60.9,64.85,58.8,64.8,11171816,HINDALCO
2016-02-15 00:00:00,67,68.45,62.3,62.45,17333390,HINDALCO
2016-02-16 00:00:00,64.85,68.5,64.55,68.5,9530757,HINDALCO
2016-02-17 00:00:00,65.8,66.3,61.6,65.2,12113622,HINDALCO
2016-02-18 00:00:00,68.9,70.1,67.2,67.65,14663310,HINDALCO
2016-02-19 00:00:00,69.05,70,67.45,68.3,6048480,HINDALCO
2016-02-22 00:00:00,69.5,70.6,68.8,69.15,5132711,HINDALCO
2016-02-23 00:00:00,68.5,71.85,67.8,69.9,10366393,HINDALCO
2016-02-24 00:00:00,66.4,68.45,66,67.6,6136935,HINDALCO
2016-02-25 00:00:00,67.15,68,66.45,67.35,6197874,HINDALCO
2016-02-26 00:00:00,69.45,69.95,66.2,68.2,9806363,HINDALCO
2016-02-29 00:00:00,68.75,70.8,66.7,70.15,15550728,HINDALCO
2016-03-01 00:00:00,70.25,70.5,68.6,69,8273262,HINDALCO
2016-03-02 00:00:00,74.95,77,71.3,71.9,21643529,HINDALCO
2016-03-03 00:00:00,79.25,79.8,75.5,76.5,22949555,HINDALCO
2016-03-04 00:00:00,79.4,81.9,77.6,79.85,15840406,HINDALCO
2016-03-08 00:00:00,83.15,84.2,80.05,80.3,19055239,HINDALCO
2016-03-09 00:00:00,81.1,81.4,79.05,80.4,11565488,HINDALCO
2016-03-10 00:00:00,83.8,85.55,81.55,81.9,18838685,HINDALCO
2016-03-11 00:00:00,83.5,84.75,81.6,83.9,10301155,HINDALCO
2016-03-14 00:00:00,84.9,86,84.2,84.5,6642436,HINDALCO
2016-03-15 00:00:00,83.9,86,83.6,85,11700066,HINDALCO
2016-03-16 00:00:00,81.5,84.25,79.35,84,13890592,HINDALCO
2016-03-17 00:00:00,81,83.8,80.7,82.5,8476015,HINDALCO
2016-03-18 00:00:00,85.2,85.5,82,82.4,14366152,HINDALCO
2016-03-21 00:00:00,86,87,84.3,85.7,12324190,HINDALCO
2016-03-22 00:00:00,87,88,84.85,85.9,12800780,HINDALCO
2016-03-23 00:00:00,91.3,91.7,87.9,88,22685606,HINDALCO
2016-03-28 00:00:00,83.25,92.5,82.55,92.5,20101957,HINDALCO
2016-03-29 00:00:00,84.4,86.15,83.5,83.9,14305542,HINDALCO
2016-03-30 00:00:00,88,89.3,85.25,85.5,15758559,HINDALCO
2016-03-31 00:00:00,87.95,89,86.5,87.85,16963906,HINDALCO
2016-04-01 00:00:00,86.65,87.65,86.05,87.5,8139439,HINDALCO
2016-04-04 00:00:00,89.1,90.65,86.5,87.45,14431538,HINDALCO
2016-04-05 00:00:00,84.9,89.4,84.35,88.2,11541211,HINDALCO
2016-04-06 00:00:00,88.95,89.7,85.5,85.75,14585715,HINDALCO
2016-04-07 00:00:00,87.3,89.4,86.75,89,6979457,HINDALCO
2016-04-08 00:00:00,87.7,89.5,86,87.25,10212068,HINDALCO
2016-04-11 00:00:00,92.2,93.2,87.85,88.15,15187158,HINDALCO
2016-04-12 00:00:00,92,93.15,90.2,91.35,12789430,HINDALCO
2016-04-13 00:00:00,96.3,97.7,93.05,93.05,18201767,HINDALCO
2016-04-18 00:00:00,97.05,97.6,94.5,96.8,11527074,HINDALCO
2016-04-20 00:00:00,101.8,102.4,98.25,99.45,24020057,HINDALCO
2016-04-21 00:00:00,101.8,104.25,100.65,102.4,18328986,HINDALCO
2016-04-22 00:00:00,101.1,102.75,100.6,101.5,10577244,HINDALCO
2016-04-25 00:00:00,98.4,101.35,96.55,101.15,9752785,HINDALCO
2016-04-26 00:00:00,103.15,103.45,98.9,99.05,17484714,HINDALCO
2016-04-27 00:00:00,101.75,104.4,101.1,103.25,8607518,HINDALCO
2016-04-28 00:00:00,96.9,102.45,96.5,101.8,19093454,HINDALCO
2016-04-29 00:00:00,96.35,99,93.4,97.4,23929755,HINDALCO
2016-05-02 00:00:00,98.65,100.65,94.6,96.4,18962903,HINDALCO
2016-05-03 00:00:00,96.9,100.6,96.55,99.5,13225593,HINDALCO
2016-05-04 00:00:00,91.15,95.8,90.65,95.5,14740553,HINDALCO
2016-05-05 00:00:00,90.45,93.2,88.9,91.5,15926658,HINDALCO
2016-05-06 00:00:00,91.9,92.3,89.2,90.5,13758624,HINDALCO
2016-05-09 00:00:00,91.7,93.9,91,93,11577265,HINDALCO
2016-05-10 00:00:00,89.85,91.05,89.2,91.05,12264885,HINDALCO
2016-05-11 00:00:00,91.6,92.8,88.8,89.5,14204732,HINDALCO
2016-05-12 00:00:00,93.4,93.75,92,92.3,9628472,HINDALCO
2016-05-13 00:00:00,89.3,93.4,88.85,93.4,12852619,HINDALCO
2016-05-16 00:00:00,89.8,90.55,88.1,89.75,8759799,HINDALCO
2016-05-17 00:00:00,89.1,91.2,88.9,90.55,7734643,HINDALCO
2016-05-18 00:00:00,89.15,89.6,87.25,88.2,8076399,HINDALCO
2016-05-19 00:00:00,87.05,90.9,86.3,89.05,10822516,HINDALCO
2016-05-20 00:00:00,86.95,88.55,86.45,87.6,10826038,HINDALCO
2016-05-23 00:00:00,86.9,88.45,86.3,87.95,6339823,HINDALCO
2016-05-24 00:00:00,86.3,87.45,83.5,87.1,8892273,HINDALCO
2016-05-25 00:00:00,88.75,89.25,87.55,89,8223849,HINDALCO
2016-05-26 00:00:00,90.3,90.7,87.65,88.9,12228049,HINDALCO
2016-05-27 00:00:00,91.9,92.7,90.85,91,11544310,HINDALCO
2016-05-30 00:00:00,102.95,103.5,98.15,100,43496929,HINDALCO
2016-05-31 00:00:00,105.25,107.65,102.5,103.1,36580800,HINDALCO
2016-06-01 00:00:00,103.1,105.75,102.6,105.35,12374620,HINDALCO
2016-06-02 00:00:00,106.05,106.35,102.2,102.75,12148730,HINDALCO
2016-06-03 00:00:00,105.55,106.9,104.1,106.7,9025991,HINDALCO
2016-06-06 00:00:00,106.85,108,104.55,105.05,13723112,HINDALCO
2016-06-07 00:00:00,109.5,110.25,107,107.25,14522201,HINDALCO
2016-06-08 00:00:00,109.35,110.45,108,109.75,10622548,HINDALCO
2016-06-09 00:00:00,110.9,112.6,108.95,109,16009358,HINDALCO
2016-06-10 00:00:00,115.3,115.9,110.45,110.45,26738862,HINDALCO
2016-06-13 00:00:00,114.7,115.5,111.35,113.5,15420130,HINDALCO
2016-06-14 00:00:00,115.6,115.85,114.1,114.95,10883646,HINDALCO
2016-06-15 00:00:00,115.75,116.7,114.2,116.25,10291525,HINDALCO
2016-06-16 00:00:00,119.05,119.45,114.35,115.35,19649978,HINDALCO
2016-06-17 00:00:00,118.8,120.25,117.95,120.1,9115066,HINDALCO
2016-06-20 00:00:00,121.05,121.35,117.3,117.45,7879482,HINDALCO
2016-06-21 00:00:00,123.5,124.65,121.6,122.25,15274422,HINDALCO
2016-06-22 00:00:00,122.2,123.95,120.1,123.95,10065713,HINDALCO
2016-06-23 00:00:00,123.9,124.5,121.65,122.1,8243327,HINDALCO
2016-06-24 00:00:00,117.3,119.6,112,118.35,22745648,HINDALCO
2016-06-27 00:00:00,119.8,120.8,115.9,115.95,13603388,HINDALCO
2016-06-28 00:00:00,118.05,121.05,117.75,119.9,11037595,HINDALCO
2016-06-29 00:00:00,119.95,121.3,118.6,119,9327343,HINDALCO
2016-06-30 00:00:00,122.85,123.45,121.25,122.4,15709303,HINDALCO
2016-07-01 00:00:00,124.75,125.5,123.15,124,8905862,HINDALCO
2016-07-04 00:00:00,125.95,126.75,125.5,126.1,5715305,HINDALCO
2016-07-05 00:00:00,123.65,127.4,123.3,126,9848628,HINDALCO
2016-07-07 00:00:00,127.7,128.7,124.6,125,15661285,HINDALCO
2016-07-08 00:00:00,126.85,128.7,125.5,128.7,8327269,HINDALCO
2016-07-11 00:00:00,129.05,129.75,128.05,128.3,7534954,HINDALCO
2016-07-12 00:00:00,135.25,136.2,130,130.35,26490373,HINDALCO
2016-07-13 00:00:00,135.8,139.9,134.7,136,20241097,HINDALCO
2016-07-14 00:00:00,135.8,137.35,133.75,136,11703265,HINDALCO
2016-07-15 00:00:00,137.4,138,135.55,136.9,10639879,HINDALCO
2016-07-18 00:00:00,137.25,141.45,136.15,137.9,13729613,HINDALCO
2016-07-19 00:00:00,138,139.5,136.6,136.9,10933178,HINDALCO
2016-07-20 00:00:00,135.9,139.3,134.3,138.85,11898110,HINDALCO
2016-07-21 00:00:00,133.9,137.5,133.5,137.15,11200454,HINDALCO
2016-07-22 00:00:00,136,137,130.35,133.2,15030516,HINDALCO
